"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"126","외국인관광도시민박업","03_11_04_P","3120000","CDFI2262212025000074","2025-07-28","","03","폐업","03","폐업","2026-01-02","","","","","","","서울특별시 서대문구 창천동 501-11","서울특별시 서대문구 신촌로3나길 24, 203호 (창천동)","03785","프릭스빌 (Prixx Ville)","2026-01-02 17:18:06","U","2026-01-04 02:40:00","","193790.248027208","450674.738884327","외국인관광 도시민박업","","중심상업지역","7","기타","","","다세대주택","6","1","0","0","","","0","0","","0","0","","0","23.2","","0","","","","","","","0","","","","23",
"127","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212025000271","2025-07-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 상암동 34-97 그린빌라","서울특별시 마포구 월드컵북로45길 16, 그린빌라 2층 202호 (상암동)","03914","청화스테이","2026-01-02 17:59:29","U","2026-01-04 02:40:00","","190619.720703049","452514.470506122","외국인관광 도시민박업","","","0","","","8","다가구용 주택(공동주택적용)","0","0","2","0","CHEONGHWA STAY","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","75","","0","","","","","","","0","","","","75",
"128","외국인관광도시민박업","03_11_04_P","3230000","CDFI2262212025000042","2025-06-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 석촌동 215-16","서울특별시 송파구 백제고분로34길 18-9, B103호 (석촌동)","05679","스테이 루나","2026-01-02 09:08:23","U","2026-01-04 02:40:00","","208616.741562024","444285.343821867","외국인관광 도시민박업","","일반주거지역","0","주택가주변","","","다가구용 주택(공동주택적용)","0","0","1","0","","","0","0","","0","0","","0","35","","0","","","","","","","0","","","","35",
"129","외국인관광도시민박업","03_11_04_P","3230000","CDFI2262212023000017","2023-10-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 송파동 122-8","서울특별시 송파구 백제고분로44길 61-6, B102호 (송파동)","05664","스테이 아지트","2026-01-02 09:07:52","U","2026-01-04 02:40:00","","209983.079299451","444667.224149195","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"130","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212025000187","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 장안구 율전동 395-15 3층","경기도 수원시 장안구 율전로 89-16, 3층 (율전동)","16361","화이트하우스","2026-01-03 12:57:05","U","2026-01-05 02:40:00","","197087.875344165","421767.043560071","외국인관광 도시민박업","","일반주거지역","0","","","","","0","0","2","0","White House","","0","0","","0","0","","0","82.39","","0","","","","","","","0","","","","82",
"131","외국인관광도시민박업","03_11_04_P","3270000","CDFI2262212025000028","2025-11-18","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 수정동 367-8","부산광역시 동구 초량중로 141, 4층 401호 (수정동)","48794","M stay","2026-01-03 18:32:48","U","2026-01-05 02:40:00","","386057.838141257","182450.687209715","외국인관광 도시민박업","","일반상업지역","0","","","","","5","1","1","0","","","0","0","","0","0","","0","59.43","","0","","","","","","","0","","","","59",
"132","외국인관광도시민박업","03_11_04_P","3270000","CDFI2262212025000030","2025-11-28","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 604-1 jmc","부산광역시 동구 대영로239번길 20, 701호 (초량동, jmc)","48820","선셋맨션","2026-01-03 18:33:41","U","2026-01-05 02:40:00","","385664.336922728","181228.219965044","외국인관광 도시민박업","","일반상업지역","7","","","","","7","0","2","0","","","0","0","","0","0","","0","104.76","","0","","","","","","","0","","","","105",
"133","외국인관광도시민박업","03_11_04_P","3270000","CDFI2262212025000031","2025-12-03","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 994-441","부산광역시 동구 영초길148번길 7, 1층 101호 (초량동)","48811","봄스테이 인 초량","2026-01-03 18:33:59","U","2026-01-05 02:40:00","","385476.362863179","181452.99765183","외국인관광 도시민박업","","일반주거지역","2","","","","","2","0","1","0","","","0","0","","0","0","","0","80.07","","0","","","","","","","0","","","","80",
"134","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212025000180","2025-12-18","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 장안구 송죽동 390-6 301호","경기도 수원시 장안구 정조로1041번길 40, 301호 (송죽동)","16306","어반 코지","2026-01-03 11:48:07","U","2026-01-05 02:40:00","","200363.834240568","421745.112084677","외국인관광 도시민박업","","일반주거지역","0","","","","","0","0","1","0","Urban Cozy","","0","0","","0","0","","0","45","","0","","","","","","","0","","","","45",
"135","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212025000181","2025-12-18","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 팔달구 남창동 57 A동 B01호","경기도 수원시 팔달구 행궁로26번길 15, A동 B01호 (남창동, 오룡파크빌라)","16260","궁 엘리 스테이","2026-01-03 13:17:06","U","2026-01-05 02:40:00","","201179.142117083","419739.768325529","외국인관광 도시민박업","","일반주거지역","0","","","","","0","0","1","0","Gung Alley Stay","","0","0","","0","0","","0","55.11","","0","","","","","","","0","","","","55",
"136","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212025000182","2025-12-18","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 권선구 세류동 1147 미영아파트 103동 103호","경기도 수원시 권선구 정조로 432, 103동 103호 (세류동, 미영아파트)","16658","HI MIN","2026-01-03 12:23:06","U","2026-01-05 02:40:00","","201212.518651025","416252.338655876","외국인관광 도시민박업","","일반주거지역","0","","","","","0","0","1","0","HI MIN","","0","0","","0","0","","0","46.68","","0","","","","","","","0","","","","47",
"137","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212025000183","2025-12-18","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 팔달구 화서동 56-19 201호","경기도 수원시 팔달구 고화로 138-3, 201호 (화서동)","16440","그시절 민지네 자취방","2026-01-03 12:25:47","U","2026-01-05 02:40:00","","200540.536594407","419969.41586814","외국인관광 도시민박업","","일반주거지역","0","","","","","0","0","1","0","Minji's Place, Back Then","","0","0","","0","0","","0","32.99","","0","","","","","","","0","","","","33",
"138","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212025000184","2025-12-18","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 팔달구 화서동 56-19 102호","경기도 수원시 팔달구 고화로 138-3, 102호 (화서동)","16440","지소의 은신처","2026-01-03 12:45:03","U","2026-01-05 02:40:00","","200540.536594407","419969.41586814","외국인관광 도시민박업","","일반주거지역","0","","","","","0","0","1","0","Jiso's Hideout","","0","0","","0","0","","0","32.99","","0","","","","","","","0","","","","33",
"139","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212025000185","2025-12-24","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 장안구 파장동 495-42 101호","경기도 수원시 장안구 만석로159번길 68-7, 101호 (파장동)","16351","단소담","2026-01-03 12:45:58","U","2026-01-05 02:40:00","","199632.908015886","422540.788814118","외국인관광 도시민박업","","전용주거지역","0","","","","","0","0","1","0","Dan So Dam","","0","0","","0","0","","0","33.55","","0","","","","","","","0","","","","34",
"140","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212025000186","2025-12-24","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 장안구 조원동 750-5 101호","경기도 수원시 장안구 송원로92번길 12, 101호 (조원동)","16284","필 하우스","2026-01-03 12:56:20","U","2026-01-05 02:40:00","","200894.886976206","422246.853718937","외국인관광 도시민박업","","일반주거지역","0","","","","","0","0","1","0","feel house","","0","0","","0","0","","0","38","","0","","","","","","","0","","","","38",
"141","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212025000178","2025-12-15","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 장안구 파장동 604-28 201호","경기도 수원시 장안구 파장로22번길 23-8, 201호 (파장동)","16351","수원 고택 스테이","2026-01-03 12:13:11","U","2026-01-05 02:40:00","","199793.106895698","422631.770701628","외국인관광 도시민박업","","일반주거지역","0","","","","","0","0","2","0","Suwon Gotek Stay","","0","0","","0","0","","0","100.62","","0","","","","","","","0","","","","101",
"142","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212025000179","2025-12-15","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 장안구 연무동 193-77","경기도 수원시 장안구 수원천로406번길 42-1 (연무동)","16266","행궁누리","2026-01-03 12:18:54","U","2026-01-05 02:40:00","","201797.629721272","420715.242563949","외국인관광 도시민박업","","일반주거지역","0","","","","","0","0","1","0","hang-gung nuri","","0","0","","0","0","","0","52.4","","0","","","","","","","0","","","","52",
"143","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212025000176","2025-12-08","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 팔달구 화서동 190-27 2층","경기도 수원시 팔달구 동말로37번길 55, 2층 (화서동)","16443","라이언스테이","2026-01-03 12:03:04","U","2026-01-05 02:40:00","","199594.120347945","419795.526005254","외국인관광 도시민박업","","일반주거지역","0","","","","","0","0","1","0","Ryan Stay","","0","0","","0","0","","0","42.18","","0","","","","","","","0","","","","42",
"144","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212025000177","2025-12-08","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 팔달구 화서동 246-7 2층","경기도 수원시 팔달구 화양로47번길 12, 2층 (화서동)","16436","Suwon Cozy Stay","2026-01-03 12:05:36","U","2026-01-05 02:40:00","","199548.022404136","420026.887323648","외국인관광 도시민박업","","일반주거지역","0","","","","","0","0","1","0","Suwon Cozy Stay","","0","0","","0","0","","0","38.29","","0","","","","","","","0","","","","38",
"145","외국인관광도시민박업","03_11_04_P","3270000","CDFI2262212025000033","2025-12-22","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 818-14","부산광역시 동구 초량남로 6-4 (초량동)","48806","버터하우스","2026-01-03 18:34:23","U","2026-01-05 02:40:00","","385483.126336056","181946.750175138","외국인관광 도시민박업","","","0","","","","","0","0","3","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"146","외국인관광도시민박업","03_11_04_P","3270000","CDFI2262212025000034","2025-12-22","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 827-80","부산광역시 동구 초량로80번길 22, 301호 (초량동)","48803","스테이 화사","2026-01-03 18:34:42","U","2026-01-05 02:40:00","","385410.928258889","182105.063121809","외국인관광 도시민박업","","","0","","","","","0","0","1","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"147","외국인관광도시민박업","03_11_04_P","3270000","CDFI2262212025000035","2025-12-22","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 232-1","부산광역시 동구 중앙대로231번길 34, 4층 (초량동)","48815","시집(Si Zip)","2026-01-03 18:35:00","U","2026-01-05 02:40:00","","385847.194455537","181836.717865453","외국인관광 도시민박업","","","0","","","","","0","0","4","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"148","외국인관광도시민박업","03_11_04_P","3270000","CDFI2262212025000029","2025-11-24","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 142-5","부산광역시 동구 초량중로 98, 401호 (초량동)","48798","초량여관","2026-01-03 18:33:20","U","2026-01-05 02:40:00","","385910.317643028","182030.746804998","외국인관광 도시민박업","","","0","","","","","0","0","1","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"149","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212025000174","2025-12-04","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 장안구 영화동 37-229 101호","경기도 수원시 장안구 월드컵로453번길 42, 101호 (영화동)","16276","스테이 52","2026-01-03 11:54:26","U","2026-01-05 02:40:00","","201847.545590423","421273.730303655","외국인관광 도시민박업","","일반주거지역","0","","","","","0","0","1","0","stay 52","","0","0","","0","0","","0","42","","0","","","","","","","0","","","","42",
