번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),업종구분명,자본금의규모,사업자등록번호,Unnamed: 31,record_key
1,후원방문판매업체,08_26_05_P,6110000,20266110000301000002,2026-03-01,,1,영업/정상,1,영업,,,,,28784504.0,,8513.0,서울특별시 금천구 가산동  **번지 **호 비동 ***호,"서울특별시 금천구 디지털로 ***, 비동 ***호 (가산동)",,주식회사 케드마코리아,2026-03-01 00:00:00,I,2026-03-04 00:20:37,,,,후원방문판매업,0,5158154759.0,,주식회사케드마코리아_서울특별시금천구가산동**번지**호비동***호
26,후원방문판매업체,08_26_05_P,6110000,20246110000301000065,2024-07-26,,1,영업/정상,BBBB,영업,,,,,,,1414.0,서울특별시 도봉구 창동  **번지 *호 EQ빌딩,"서울특별시 도봉구 마들로**길 **, EQ빌딩 ***호 (창동)",,라비다샵 창동,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,204357.382835077,461235.763310872,후원방문판매업,0,2991201844.0,,라비다샵창동_서울특별시도봉구창동**번지*호EQ빌딩
25,후원방문판매업체,08_26_05_P,6110000,20246110000301000052,2024-07-05,,1,영업/정상,BBBB,영업,,,,,,,1414.0,서울특별시 도봉구 창동  **번지 *호 EQ빌딩,"서울특별시 도봉구 마들로**길 **, EQ빌딩 ***호 (창동)",,주식회사 럭셔리뷰티창동점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,204357.382835077,461235.763310872,후원방문판매업,0,8958603525.0,,주식회사럭셔리뷰티창동점_서울특별시도봉구창동**번지*호EQ빌딩
43,후원방문판매업체,08_26_05_P,6110000,20246110000301000033,2024-05-10,,3,폐업,4,폐업,2026-03-03,,,,,,7013.0,서울특별시 동작구 사당동  ****번지 *호 이수그린빌딩,"서울특별시 동작구 사당로**길 **-*, 이수그린빌딩 *동 *층 ***호 (사당동)",,푸라비다(puravida),2026-03-03 00:00:00,U,2026-03-05 02:40:00,,198285.012610312,442435.708863837,후원방문판매업,0,1533701217.0,,푸라비다(puravida)_서울특별시동작구사당동****번지*호이수그린빌딩
42,후원방문판매업체,08_26_05_P,6110000,20246110000301000023,2024-04-08,,1,영업/정상,2,영업,,,,,,,7220.0,서울특별시 영등포구 당산동*가  **번지 ***호,"서울특별시 영등포구 당산로**길 *-*, *층 (당산동*가)",,엘지럭셔리뷰티 강서제일점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,190932.398875683,447361.966988603,후원방문판매업,0,8491602350.0,,엘지럭셔리뷰티강서제일점_서울특별시영등포구당산동*가**번지***호
44,후원방문판매업체,08_26_05_P,6110000,20246110000301000021,2024-03-26,,1,영업/정상,BBBB,영업,,,,,,,3630.0,서울특별시 서대문구 홍제동  ***번지 **호 목련빌라 ***호,"서울특별시 서대문구 홍제원길 **-*, ***호 (홍제동, 목련빌라)",,라비다샵 서대문 홍제,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,195305.999422884,453870.384229413,후원방문판매업,0,,,라비다샵서대문홍제_서울특별시서대문구홍제동***번지**호목련빌라***호
65,후원방문판매업체,08_26_05_P,6110000,20246110000301000020,2024-03-21,,1,영업/정상,2,영업,,,,,,,8376.0,서울특별시 구로구 구로동  ***번지 **호 에이스테크노타워*차 ***호,"서울특별시 구로구 디지털로**길 **-*, 에이스테크노타워*차 ***호 (구로동)",,주식회사 럭셔리뷰티신구로,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,190496.447846852,442645.330573628,후원방문판매업,0,7268802748.0,,주식회사럭셔리뷰티신구로_서울특별시구로구구로동***번지**호에이스테크노타워*차***호
134,후원방문판매업체,08_26_05_P,6110000,20246110000301000001,2024-01-03,,1,영업/정상,2,영업,,,,,222310381.0,,4598.0,서울특별시 중구 신당동  ***번지 **호 충현빌딩,"서울특별시 중구 동호로**길 **, 충현빌딩 ***호 (신당동)",,주식회사 럭셔리뷰티신당점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,200772.403192583,450182.882309738,후원방문판매업,0,6018703155.0,,주식회사럭셔리뷰티신당점_서울특별시중구신당동***번지**호충현빌딩
221,후원방문판매업체,08_26_05_P,6110000,20236110000301000250,2023-12-11,,3,폐업,4,폐업,2026-03-03,,,,,,7013.0,서울특별시 동작구 사당동  ****번지 *호 이수그린빌딩,"서울특별시 동작구 사당로**길 **-*, 이수그린빌딩 ***호 (사당동)",,래디언스(Radiance),2026-03-03 00:00:00,U,2026-03-05 02:40:00,,198285.012610312,442435.708863837,후원방문판매업,0,4836500539.0,,래디언스(Radiance)_서울특별시동작구사당동****번지*호이수그린빌딩
244,후원방문판매업체,08_26_05_P,6110000,20236110000301000237,2023-10-25,,1,영업/정상,2,영업,,,,,,,3766.0,서울특별시 서대문구 대현동  **번지 **호 연세아리움,"서울특별시 서대문구 이화여대*길 **, 연세아리움 ***호 (대현동)",,아모레퍼시픽 이대점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,194984.626440041,450620.45616063,후원방문판매업,0,1181018867.0,,아모레퍼시픽이대점_서울특별시서대문구대현동**번지**호연세아리움
8,후원방문판매업체,08_26_05_P,6110000,20236110000301000212,2023-08-11,,1,영업/정상,2,영업,,,,,,,7070.0,서울특별시 동작구 신대방동  ***번지 **호,"서울특별시 동작구 신대방길 **, *층 (신대방동)",,럭셔리뷰티 신대방점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,192057.285740982,442869.490983617,후원방문판매업,0,6362102025.0,,럭셔리뷰티신대방점_서울특별시동작구신대방동***번지**호
10,후원방문판매업체,08_26_05_P,6110000,20236110000301000192,2023-07-20,,1,영업/정상,2,영업,,,,,,,7629.0,서울특별시 강서구 마곡동  ***번지 *호 마곡엠밸리**단지,"서울특별시 강서구 마곡중앙*로 **, M타워동 ***호 (마곡동, 마곡엠밸리**단지)",,럭셔리뷰티 공항점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,183968.906835987,450822.830988735,후원방문판매업,0,4225200683.0,,럭셔리뷰티공항점_서울특별시강서구마곡동***번지*호마곡엠밸리**단지
9,후원방문판매업체,08_26_05_P,6110000,20236110000301000183,2023-07-10,,3,폐업,4,폐업,2026-03-03,,,,,,8042.0,서울특별시 양천구 신월동  ***번지 *호 신월시영아파트,"서울특별시 양천구 신월로 **, *동 ***호 (신월동, 신월시영아파트)",,브레인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,185263.865468449,446199.492398091,후원방문판매업,0,4182501784.0,,브레인셀덤_서울특별시양천구신월동***번지*호신월시영아파트
11,후원방문판매업체,08_26_05_P,6110000,20236110000301000170,2023-06-12,,1,영업/정상,2,영업,,,,,23793458.0,,3640.0,서울특별시 서대문구 홍제동  ***번지 **호 주영빌딩,"서울특별시 서대문구 홍제내길 ***, 주영빌딩 *층 ***호 (홍제동)",,주식회사 럭셔리뷰티홍제점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,194340.864881,453969.764786098,후원방문판매업,0,4318802952.0,,주식회사럭셔리뷰티홍제점_서울특별시서대문구홍제동***번지**호주영빌딩
39,후원방문판매업체,08_26_05_P,6110000,20236110000301000146,2023-05-04,,1,영업/정상,BBBB,영업,,,,,,,2032.0,서울특별시 중랑구 묵동  ***번지 **호 헤르만스테이트,"서울특별시 중랑구 중랑역로 ***, ***호 (묵동, 헤르만스테이트)",,유니베라 빛나대리점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,206883.481470279,457101.541834183,후원방문판매업,0,2720600252.0,,유니베라빛나대리점_서울특별시중랑구묵동***번지**호헤르만스테이트
40,후원방문판매업체,08_26_05_P,6110000,20236110000301000147,2023-05-04,,1,영업/정상,2,영업,,,,,,,1414.0,서울특별시 도봉구 창동  **번지 *호,"서울특별시 도봉구 노해로**길 **-**, ***,***호 (창동)",,유니베라 창동미래,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,204348.91,461195.825,후원방문판매업,0,5716900343.0,,유니베라창동미래_서울특별시도봉구창동**번지*호
41,후원방문판매업체,08_26_05_P,6110000,20236110000301000138,2023-04-17,,3,폐업,4,폐업,2026-03-03,,,,,,2566.0,서울특별시 동대문구 용두동  **번지 **호,"서울특별시 동대문구 고산자로 ***, *층 (용두동)",,더나인(The9),2026-03-03 00:00:00,U,2026-03-05 02:40:00,,203282.509274162,452660.1311393,후원방문판매업,0,1881101362.0,,더나인(The9)_서울특별시동대문구용두동**번지**호
64,후원방문판매업체,08_26_05_P,6110000,20236110000301000103,2023-02-24,,3,폐업,4,폐업,2026-03-03,,,,,,6160.0,서울특별시 강남구 삼성동  ***번지 *호 LG선릉에클라트B,"서울특별시 강남구 테헤란로**길 **, B동 ***호(삼성동, LG 선릉에클라트 B)",,미르,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,204433.34140241,444884.617513,후원방문판매업,0,4370702591.0,,미르_서울특별시강남구삼성동***번지*호LG선릉에클라트B
62,후원방문판매업체,08_26_05_P,6110000,20236110000301000101,2023-02-22,,1,영업/정상,2,영업,,,,,226318528.0,,7376.0,서울특별시 영등포구 대림동  ***번지 **호 한성메르디앙,"서울특별시 영등포구 도영로 *-**, 한성메르디앙 ***호(대림동)",,(주)럭셔리뷰티 도림점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,190612.850474473,444908.95431397,후원방문판매업,0,4318802821.0,,(주)럭셔리뷰티도림점_서울특별시영등포구대림동***번지**호한성메르디앙
99,후원방문판매업체,08_26_05_P,6110000,20236110000301000064,2023-01-25,,3,폐업,4,폐업,2026-03-03,,,,,,6536.0,서울특별시 서초구 반포동  ***번지 **호,"서울특별시 서초구 강남대로**길 **, *층 ***호(반포동)",,시투안논현케이삼백,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,201893.076476993,444890.124526428,후원방문판매업,0,,,시투안논현케이삼백_서울특별시서초구반포동***번지**호
100,후원방문판매업체,08_26_05_P,6110000,20236110000301000054,2023-01-17,,3,폐업,4,폐업,2026-03-03,,,,,,3340.0,서울특별시 은평구 불광동  ***번지 **호,"서울특별시 은평구 통일로**길 **, **호(불광동)",,시투안불광영앤리치,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,192930.375089227,458048.271670058,후원방문판매업,0,,,시투안불광영앤리치_서울특별시은평구불광동***번지**호
98,후원방문판매업체,08_26_05_P,6110000,20236110000301000005,2023-01-13,,1,영업/정상,2,영업,,,,,226915290.0,,7903.0,서울특별시 양천구 신월동  **번지 **호,"서울특별시 양천구 화곡로 ***, *층 ***호 (신월동)",,주식회사 럭셔리뷰티발산,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,185197.99383991,448649.142096179,후원방문판매업,0,,,주식회사럭셔리뷰티발산_서울특별시양천구신월동**번지**호
97,후원방문판매업체,08_26_05_P,6110000,20236110000301000048,2023-01-13,,3,폐업,4,폐업,2026-03-03,,,,,,6558.0,서울특별시 서초구 방배동  ***번지 **호 엔젤스빌,"서울특별시 서초구 방배중앙로**길 **, ***호(방배동, 엔젤스빌)",,데이비(Devi)인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,198621.427056686,443396.441716854,후원방문판매업,0,,,데이비(Devi)인셀덤_서울특별시서초구방배동***번지**호엔젤스빌
107,후원방문판매업체,08_26_05_P,6110000,20236110000301000003,2023-01-10,,3,폐업,4,폐업,2026-03-03,,,,,,6159.0,서울특별시 강남구 삼성동  ***번지 **호,"서울특별시 강남구 테헤란로**길 **, *층 *호(삼성동)",,인셀덤 강남스타,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,204596.861509653,444933.736880989,후원방문판매업,0,,,인셀덤강남스타_서울특별시강남구삼성동***번지**호
101,후원방문판매업체,08_26_05_P,6110000,20236110000301000002,2023-01-04,,1,영업/정상,2,영업,,,,,222384198.0,,4597.0,서울특별시 중구 신당동  ***번지 **호,서울특별시 중구 다산로 ***-*(신당동),,쥬단학 신당대리점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,200875.293256646,450173.90940827,후원방문판매업,0,8956600608.0,,쥬단학신당대리점_서울특별시중구신당동***번지**호
112,후원방문판매업체,08_26_05_P,6110000,20226110000301000695,2022-12-26,,1,영업/정상,2,영업,,,,,,,3454.0,서울특별시 은평구 응암동  ***번지 *호 메트로럭스주상복합APT,"서울특별시 은평구 은평로 ***, ***호(응암동, 메트로럭스주상복합APT)",,아모레 서부점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,192874.914883743,455280.772090857,후원방문판매업,0,6960202481.0,,아모레서부점_서울특별시은평구응암동***번지*호메트로럭스주상복합APT
111,후원방문판매업체,08_26_05_P,6110000,20226110000301000694,2022-12-26,,1,영업/정상,2,영업,,,,,,,2446.0,서울특별시 동대문구 휘경동  ***번지 *호,"서울특별시 동대문구 이문로 **, *층(휘경동)",,아모레퍼시픽 동대문점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,204766.916245917,454061.801493667,후원방문판매업,0,7460303045.0,,아모레퍼시픽동대문점_서울특별시동대문구휘경동***번지*호
105,후원방문판매업체,08_26_05_P,6110000,20226110000301000691,2022-12-20,,3,폐업,4,폐업,2026-03-03,,,,,,5542.0,서울특별시 송파구 방이동  **번지 *호 잠실리시온,"서울특별시 송파구 오금로 **, 잠실리시온 ****호(방이동)",,엑소바이옴 온화,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,209427.410217251,445829.725943441,후원방문판매업,0,,,엑소바이옴온화_서울특별시송파구방이동**번지*호잠실리시온
104,후원방문판매업체,08_26_05_P,6110000,20226110000301000689,2022-12-20,,3,폐업,4,폐업,2026-03-03,,,,,,7653.0,서울특별시 강서구 화곡동  ****번지 *호 연우넥스트파크뷰,"서울특별시 강서구 화곡로 ***-*, 연우넥스트파크뷰 ****호호(화곡동)",,엑소바이옴 목포지점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,186908.920793249,450297.393074396,후원방문판매업,0,,,엑소바이옴목포지점_서울특별시강서구화곡동****번지*호연우넥스트파크뷰
102,후원방문판매업체,08_26_05_P,6110000,20226110000301000685,2022-12-13,,3,폐업,4,폐업,2026-03-03,,,,,,6655.0,"서울특별시 서초구 서초동  ****번지 *호 마제스타시티,힐스테이트서리풀 B***호","서울특별시 서초구 서초대로**길 **, B*층 B***호(서초동, 마제스타시티, 힐스테이트 서리풀)",,코즈모갤러리 서초앤카페,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,200440.010811975,443124.671418408,후원방문판매업,0,,,"코즈모갤러리서초앤카페_서울특별시서초구서초동****번지*호마제스타시티,힐스테이트서리풀B***호"
110,후원방문판매업체,08_26_05_P,6110000,20226110000301000633,2022-11-16,,3,폐업,4,폐업,2026-03-03,,,,,,6358.0,서울특별시 강남구 개포동  ***번지 *호,서울특별시 강남구 양재대로 ***(개포동),,샤인인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,205647.219007238,441782.595885129,후원방문판매업,0,,,샤인인셀덤_서울특별시강남구개포동***번지*호
109,후원방문판매업체,08_26_05_P,6110000,20226110000301000628,2022-11-16,,3,폐업,4,폐업,2026-03-03,,,,,,5399.0,서울특별시 강동구 성내동  ***번지 *호 에스아이팰리스센트럴성내,"서울특별시 강동구 성내로 **, ****호(성내동, 에스아이팰리스 센트럴성내)",,인셀덤 아쉬레,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,211143.501027125,447285.641900613,후원방문판매업,0,,,인셀덤아쉬레_서울특별시강동구성내동***번지*호에스아이팰리스센트럴성내
108,후원방문판매업체,08_26_05_P,6110000,20226110000301000610,2022-11-16,,3,폐업,4,폐업,2026-03-03,,,,,,1230.0,서울특별시 강북구 번동  ***번지 *호 번동*단지주공아파트,"서울특별시 강북구 한천로***길 **, ***동 ***호(번동, 번동*단지주공아파트)",,인셀덤 헤토이모스,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,204089.673173372,458041.237609025,후원방문판매업,0,,,인셀덤헤토이모스_서울특별시강북구번동***번지*호번동*단지주공아파트
177,후원방문판매업체,08_26_05_P,6110000,20226110000301000598,2022-10-26,,3,폐업,4,폐업,2026-03-03,,,,,,4321.0,서울특별시 용산구 갈월동  **번지 *호 남영빌딩,"서울특별시 용산구 한강대로 ***, 남영빌딩 ***호(갈월동)",,럭셔리뷰티 갈월점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,197431.710875586,449143.721978763,후원방문판매업,0,1356700459.0,,럭셔리뷰티갈월점_서울특별시용산구갈월동**번지*호남영빌딩
176,후원방문판매업체,08_26_05_P,6110000,20226110000301000573,2022-10-20,,3,폐업,4,폐업,2026-03-03,,,,,,4022.0,서울특별시 마포구 합정동  ***번지 **호,"서울특별시 마포구 양화로*길 **-**, ***호(합정동)",,비유러브,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,192009.405781024,450011.265724123,후원방문판매업,0,2082973767.0,,비유러브_서울특별시마포구합정동***번지**호
103,후원방문판매업체,08_26_05_P,6110000,20226110000301000599,2022-10-19,,3,폐업,4,폐업,2026-03-03,,,,,,8700.0,서울특별시 관악구 신림동  ****번지 **호 백촌오피스텔,"서울특별시 관악구 신사로 **, 백촌오피스텔 ***호(신림동)",,늘보아(늘보통이아닌아름다움),2026-03-03 00:00:00,U,2026-03-05 02:40:00,,191697.060328298,442473.928540731,후원방문판매업,0,,,늘보아(늘보통이아닌아름다움)_서울특별시관악구신림동****번지**호백촌오피스텔
247,후원방문판매업체,08_26_05_P,6410000,20226410000301101029,2022-10-19,,3,폐업,4,폐업,2026-03-04,,,,,,16439.0,경기도 수원시 팔달구 화서동  **번지 **호 삼성아이파크 ***호,"경기도 수원시 팔달구 팔달로***번길 **, ***호(화서동, 삼성아이파크)",,인셀덤다이아몬드,2026-03-05 00:00:00,U,2026-03-07 02:40:00,,200347.476684951,420249.680061487,후원방문판매업,0,4312301686.0,,인셀덤다이아몬드_경기도수원시팔달구화서동**번지**호삼성아이파크***호
179,후원방문판매업체,08_26_05_P,6110000,20226110000301000537,2022-10-17,,3,폐업,4,폐업,2026-03-03,,,,,,7934.0,서울특별시 양천구 신월동  ***번지 *호 대광주택 나동 ***호,"서울특별시 양천구 중앙로**길 **-**, 나동 ***호(신월동, 대광주택)",,듀나미스,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,186471.3997496,446993.705839099,후원방문판매업,0,6642901288.0,,듀나미스_서울특별시양천구신월동***번지*호대광주택나동***호
178,후원방문판매업체,08_26_05_P,6110000,20226110000301000485,2022-09-19,,3,폐업,4,폐업,2026-03-03,,,,,,5644.0,서울특별시 송파구 방이동  ***번지 *호 에코빌,"서울특별시 송파구 가락로**길 *-*, ***호(방이동, 에코빌)",,지니인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,210352.159226236,445182.999764563,후원방문판매업,0,,,지니인셀덤_서울특별시송파구방이동***번지*호에코빌
217,후원방문판매업체,08_26_05_P,6110000,20226110000301000444,2022-08-12,,3,폐업,4,폐업,2026-03-03,,,,,,2130.0,서울특별시 중랑구 면목동  ****번지 *호 봄작시티**,"서울특별시 중랑구 봉우재로 **, ***동 ***호(면목동, 봄작시티 **)",,리치n패밀리 Passion,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,206937.844250385,454269.10597571,후원방문판매업,0,,,리치n패밀리Passion_서울특별시중랑구면목동****번지*호봄작시티**
218,후원방문판매업체,08_26_05_P,6110000,20226110000301000448,2022-08-12,,3,폐업,4,폐업,2026-03-03,,,,,,2499.0,서울특별시 동대문구 휘경동  ***번지 *호,"서울특별시 동대문구 망우로**가길 *, *층 일부우측호(휘경동)",,뷰티인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,205432.512870897,454100.932592147,후원방문판매업,0,,,뷰티인셀덤_서울특별시동대문구휘경동***번지*호
219,후원방문판매업체,08_26_05_P,6110000,20226110000301000461,2022-08-12,,1,영업/정상,2,영업,,,,,29388887.0,,1638.0,서울특별시 노원구 상계동  ***번지 **호 성원빌딩,"서울특별시 노원구 덕릉로***길 *, 성원빌딩(상계동)",,럭셔리뷰티 당고개,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,206795.370007235,462716.329868531,후원방문판매업,0,,,럭셔리뷰티당고개_서울특별시노원구상계동***번지**호성원빌딩
220,후원방문판매업체,08_26_05_P,6110000,20226110000301000462,2022-08-12,,3,폐업,4,폐업,2026-03-03,,,,,,6735.0,서울특별시 서초구 서초동  ****번지 *호 양재역,"서울특별시 서초구 남부순환로 지하 ****, 양재역 지하*층 **호(서초동)",,사랑 뷰티,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,202882.878990174,442509.972957846,후원방문판매업,0,,,사랑뷰티_서울특별시서초구서초동****번지*호양재역
216,후원방문판매업체,08_26_05_P,6110000,20226110000301000421,2022-08-11,,3,폐업,4,폐업,2026-03-03,,,,,,7608.0,서울특별시 강서구 방화동  ***번지 **호,서울특별시 강서구 금낭화로**길 **(방화동),,알바트로스인셀덤 (ALBATROSS incellderm,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,183181.416072849,451944.772369291,후원방문판매업,0,,,알바트로스인셀덤(ALBATROSSincellderm_서울특별시강서구방화동***번지**호
213,후원방문판매업체,08_26_05_P,6110000,20226110000301000411,2022-07-28,,3,폐업,4,폐업,2026-03-03,,,,,,7711.0,서울특별시 강서구 화곡동  ****번지 **호 동인빌딩,"서울특별시 강서구 화곡로 ***, 동인빌딩 ***호(화곡동)",,인셀덤 홍리나 대리점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,185357.389827025,448704.542168164,후원방문판매업,0,,,인셀덤홍리나대리점_서울특별시강서구화곡동****번지**호동인빌딩
215,후원방문판매업체,08_26_05_P,6110000,20226110000301000394,2022-07-13,,3,폐업,4,폐업,2026-03-03,,,,,,3322.0,서울특별시 은평구 갈현동  ***번지 **호,"서울특별시 은평구 갈현로 ***, *층(갈현동)",,인셀덤 좋은날 은평,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,192415.137984491,457316.564101204,후원방문판매업,0,,,인셀덤좋은날은평_서울특별시은평구갈현동***번지**호
230,후원방문판매업체,08_26_05_P,6110000,20226110000301000339,2022-06-16,,3,폐업,4,폐업,2026-03-03,,,,,,8760.0,서울특별시 관악구 신림동  ****번지 *호,"서울특별시 관악구 신림동*길 **, ***호(신림동)",,인셀덤 홍수정,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,193512.032452384,442621.171815394,후원방문판매업,0,,,인셀덤홍수정_서울특별시관악구신림동****번지*호
232,후원방문판매업체,08_26_05_P,6110000,20226110000301000361,2022-06-16,,3,폐업,4,폐업,2026-03-03,,,,,,5574.0,서울특별시 송파구 잠실동  ***번지 *호,"서울특별시 송파구 백제고분로**길 *-**, ***호(잠실동)",,슈가 인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,207022.879688965,444815.169315927,후원방문판매업,0,,,슈가인셀덤_서울특별시송파구잠실동***번지*호
231,후원방문판매업체,08_26_05_P,6110000,20226110000301000340,2022-06-16,,3,폐업,4,폐업,2026-03-03,,,,,,1041.0,서울특별시 강북구 수유동  ***번지 ***호,"서울특별시 강북구 삼양로***길 **, *층(수유동)",,인셀덤 베스트점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,201569.761254038,460189.623279702,후원방문판매업,0,,,인셀덤베스트점_서울특별시강북구수유동***번지***호
233,후원방문판매업체,08_26_05_P,6110000,20226110000301000362,2022-06-16,,3,폐업,4,폐업,2026-03-03,,,,,,7014.0,서울특별시 동작구 사당동  ****번지 *호,서울특별시 동작구 사당로**길 **(사당동),,메디컬뷰티인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,198001.426666667,442096.98,후원방문판매업,0,,,메디컬뷰티인셀덤_서울특별시동작구사당동****번지*호
229,후원방문판매업체,08_26_05_P,6110000,20226110000301000335,2022-06-09,,3,폐업,4,폐업,2026-03-03,,,,,,7782.0,서울특별시 강서구 화곡동  ***번지 *호 은광빌딩,"서울특별시 강서구 국회대로*길 ***, 은광빌딩 *층 지층호(화곡동)",,파파앤맘(PAPA&MOM),2026-03-03 00:00:00,U,2026-03-05 02:40:00,,187088.146272458,447495.58993195,후원방문판매업,0,,,파파앤맘(PAPA&MOM)_서울특별시강서구화곡동***번지*호은광빌딩
224,후원방문판매업체,08_26_05_P,6110000,20226110000301000318,2022-05-20,,3,폐업,4,폐업,2026-03-03,,,,,,2519.0,서울특별시 동대문구 장안동  ***번지 *호 르.메이에르장안타운*차,"서울특별시 동대문구 장한로**가길 ***, ***호(장안동, 르.메이에르장안타운*차)",,여공4 인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,206360.992378434,452874.311026054,후원방문판매업,0,,,여공4인셀덤_서울특별시동대문구장안동***번지*호르.메이에르장안타운*차
226,후원방문판매업체,08_26_05_P,6110000,20226110000301000298,2022-05-20,,3,폐업,4,폐업,2026-03-03,,,,,,2530.0,서울특별시 동대문구 장안동  ***번지 *호,"서울특별시 동대문구 답십리로 ***, *층(장안동)",,여03인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,206204.313834983,452264.064557856,후원방문판매업,0,,,여03인셀덤_서울특별시동대문구장안동***번지*호
225,후원방문판매업체,08_26_05_P,6110000,20226110000301000292,2022-05-20,,3,폐업,4,폐업,2026-03-03,,,,,,7391.0,서울특별시 영등포구 신길동  ***번지 *호,서울특별시 영등포구 가마산로**길 *-*(신길동),,샬롱 인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,192978.771860106,444624.757732932,후원방문판매업,0,,,샬롱인셀덤_서울특별시영등포구신길동***번지*호
227,후원방문판매업체,08_26_05_P,6110000,20226110000301000314,2022-05-20,,3,폐업,4,폐업,2026-03-03,,,,,,4949.0,서울특별시 광진구 중곡동  **번지 **호,서울특별시 광진구 용마산로 **(중곡동),,맑은 인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,207737.310227441,450464.553571887,후원방문판매업,0,,,맑은인셀덤_서울특별시광진구중곡동**번지**호
236,후원방문판매업체,08_26_05_P,6110000,20226110000301000280,2022-05-18,,3,폐업,4,폐업,2026-03-03,,,,,,2055.0,서울특별시 중랑구 신내동  ***번지 *호 신내우디안*단지,"서울특별시 중랑구 신내역로*길 **, ***동 ****호(신내동, 신내우디안*단지)",,더(The) 빛날 무지개,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,209328.918216494,457210.837407128,후원방문판매업,0,,,더(The)빛날무지개_서울특별시중랑구신내동***번지*호신내우디안*단지
237,후원방문판매업체,08_26_05_P,6110000,20226110000301000271,2022-05-18,,3,폐업,4,폐업,2026-03-03,,,,,,3099.0,서울특별시 종로구 충신동  **번지 **호,"서울특별시 종로구 율곡로**길 **-*, *층 ***호(충신동)",,인셀덤 스마일,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,200535.476816157,452524.845078734,후원방문판매업,0,,,인셀덤스마일_서울특별시종로구충신동**번지**호
228,후원방문판매업체,08_26_05_P,6110000,20226110000301000255,2022-05-12,,3,폐업,4,폐업,2026-03-03,,,,,,7603.0,서울특별시 강서구 방화동  ***번지 **호,"서울특별시 강서구 양천로**길 *, ***호(방화동)",,인셀덤 방화점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,183228.13087206,452326.454857481,후원방문판매업,0,,,인셀덤방화점_서울특별시강서구방화동***번지**호
