건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,트라이앵글,2006-02-01,202326.503044305,450625.58422744,출판인쇄업,출판사,2026-05-06 22:35:15,I,03,폐업,,,,2006-02-01 10:05:06,,2005-07-07,133-775,서울특별시 성동구 행당동 *** 대림아파트 ***동 ****호,CDFG1251002005000027,3030000,,,,03,폐업,,,,,,
,홀리워터,2006-09-06,204718.251857928,448491.560165179,출판인쇄업,출판사,2026-05-06 22:35:15,I,03,폐업,,,,2006-09-06 10:38:55,,2005-07-27,133-828,서울특별시 성동구 성수동*가 ***-* 성동상가@ ***호,CDFG1251002005000032,3030000,,"서울특별시 성동구 성덕정**길 **,  ***호 (성수동*가,성동상가@)",,03,폐업,,,,,,
,도서출판(APPA),2014-01-24,204216.847096454,451798.109871955,출판인쇄업,출판사,2026-05-06 22:35:15,I,03,폐업,,,,2014-01-24 14:20:52,,2005-09-09,133-849,서울특별시 성동구 용답동 ***-* *F,CDFG1251002005000036,3030000,,"서울특별시 성동구 용답*길 *-* (용답동,*F)",,03,폐업,,,,22488086,,
,글터,2006-05-22,202167.126656256,450743.706933348,출판인쇄업,출판사,2026-05-06 22:35:16,I,03,폐업,,,,2006-05-22 11:27:24,,2005-09-27,133-020,서울특별시 성동구 하왕십리동 **** 풍림아이원 ***동 ***호,CDFG1251002005000037,3030000,,"서울특별시 성동구 난계로 **, ***동 ***호 (하왕십리동,풍림아이원)",,03,폐업,,,,22958478,,
,하늘의문 도서출판,2009-06-03,203697.919106547,450527.083453896,출판인쇄업,출판사,2026-05-06 22:35:17,I,03,폐업,,,,2009-06-10 14:15:29,,2005-11-10,,서울특별시 성동구 행당동 **-**,CDFG1251002005000041,3030000,,서울특별시 성동구 왕십리로 ***-*  (행당동),,03,폐업,,,,22930850,,
,GC교육원,2007-03-27,204435.871170342,449810.174315763,출판인쇄업,출판사,2026-05-06 22:35:17,I,03,폐업,,,,2007-03-27 14:29:43,,2005-11-24,133-822,서울특별시 성동구 성수동*가 **-** 리버하우스 A동 ***호,CDFG1251002005000043,3030000,,"서울특별시 성동구 광나루로 ***, A동 ***호 (성수동*가,리버하우스)",,03,폐업,,,,,,
,디자인 뫼루니,2006-05-30,202778.678689705,451468.504506561,출판인쇄업,출판사,2026-05-06 22:35:17,I,03,폐업,,,,2010-03-31 10:04:28,,2005-12-05,133-880,서울특별시 성동구 홍익동 *** 우림벤처타운 ***호,CDFG1251002005000044,3030000,,"서울특별시 성동구 무학로*길 **,  ***호 (홍익동,우림벤처타운)",,03,폐업,,,,22931240,,
,도서출판 사랑나라,2011-04-15,,,출판인쇄업,출판사,2026-05-06 22:35:17,I,03,폐업,,,,2011-04-15 16:44:02,,2005-12-09,133-010,서울특별시 성동구 상왕십리동 ***,CDFG1251002005000045,3030000,,서울특별시 성동구 난계로 ***-*  (상왕십리동),,03,폐업,,,,,,
,주식회사 예스폼,2020-12-09,205286.853363097,448855.080174644,출판인쇄업,출판사,2026-05-06 22:35:18,I,03,폐업,,,,2020-12-09 17:49:45,,2005-12-07,133-831,서울특별시 성동구 성수동*가 ***-** 풍림테크원 ***호,CDFG1251002005000047,3030000,,"서울특별시 성동구 성수이로**길 **,  ***호 (성수동*가,풍림테크원)",,03,폐업,,,,,,
,유니컴,2013-03-25,204859.957619335,449199.388104109,출판인쇄업,출판사,2026-05-06 22:35:18,I,03,폐업,,,,2013-03-25 09:12:57,,2005-12-19,133-834,서울특별시 성동구 성수동*가 ***-* 영동테크노타워 ***호,CDFG1251002005000048,3030000,,"서울특별시 성동구 아차산로 ***,  ***호 (성수동*가,영동테크노타워)",,03,폐업,,,,,,
,도서출판 행복한숲,2008-12-22,,,출판인쇄업,출판사,2026-05-06 22:35:18,I,03,폐업,,,,2008-12-22 16:21:17,,2005-12-21,133-760,서울특별시 성동구 옥수동 극동아파트 *동 ***호,CDFG1251002005000049,3030000,,,,03,폐업,,,,,,
,축복의 샘터,2008-03-28,202326.470897024,449954.683065141,출판인쇄업,출판사,2026-05-06 22:35:18,I,03,폐업,,,,2008-03-31 10:44:36,,2005-12-27,133-801,서울특별시 성동구 금호동*가 *** 벽산@상가 *층 ***-*호,CDFG1251002005000050,3030000,,,,03,폐업,,,,,,
,제일,2016-04-04,204694.963501116,451027.284825306,출판인쇄업,출판사,2026-05-06 22:35:18,I,03,폐업,,,,2016-04-04 13:50:18,,2006-02-09,133-847,서울특별시 성동구 용답동 **-*,CDFG1251002006000006,3030000,,서울특별시 성동구 용답**길 * (용답동),,03,폐업,,,,02-2282-1116,,
,도서출판 나무물고기,2013-03-11,202087.87629383,450167.427252343,출판인쇄업,출판사,2026-05-06 22:35:18,I,03,폐업,,,,2013-03-11 17:43:58,,2006-03-10,133-800,서울특별시 성동구 금호동*가 ***-** *층,CDFG1251002006000009,3030000,,"서울특별시 성동구 난계로 **  (금호동*가,*층)",,03,폐업,,,,22817830,,
,월남문화사,2021-06-25,203684.127182478,450698.570810848,출판인쇄업,출판사,2026-05-06 22:35:18,I,03,폐업,,,,2021-06-25 15:18:15,,2006-03-17,133-871,서울특별시 성동구 행당동 ** 한양대학교 신소재공학관 지하*층,CDFG1251002006000010,3030000,,서울특별시 성동구 마조로 **-* (행당동),,03,폐업,,,,,,
,희망스토리,2012-04-12,204933.428011431,448572.40551967,출판인쇄업,출판사,2026-05-06 22:35:18,I,03,폐업,,,,2012-04-12 14:19:53,,2006-04-04,133-827,서울특별시 성동구 성수동*가 ***-**,CDFG1251002006000014,3030000,,서울특별시 성동구 뚝섬로*길 **-*  (성수동*가),,03,폐업,,,,,,
,키움,2006-10-02,201347.405482732,448904.964604501,출판인쇄업,출판사,2026-05-06 22:35:18,I,03,폐업,,,,2006-10-02 17:07:06,,2006-04-13,133-840,서울특별시 성동구 옥수동 ***-* 삼정빌딩,CDFG1251002006000015,3030000,,"서울특별시 성동구 한림말*길 **  (옥수동,삼정빌딩)",,03,폐업,,,,22926722,,
,북앤아이,2008-08-20,202202.413055491,449934.083414549,출판인쇄업,출판사,2026-05-06 22:35:18,I,03,폐업,,,,2008-08-22 14:58:39,,2006-05-11,133-801,서울특별시 성동구 금호동*가 **** 금호힐오피스텔 ***호,CDFG1251002006000020,3030000,,"서울특별시 성동구 금호로 **,  ***호 (금호동*가,금호힐오피스텔)",,03,폐업,,,,64520605,,
,노동건강연대,2019-12-18,204269.337017327,449119.29016433,출판인쇄업,출판사,2026-05-06 22:35:18,I,03,폐업,,,,2020-05-26 14:09:57,,2006-05-24,133-819,서울특별시 성동구 성수동*가 **-* 경동빌딩 *층,CDFG1251002006000023,3030000,,"서울특별시 성동구 성수일로 ** (성수동*가,경동빌딩 *층)",,03,폐업,,,,,,
,파라티 북스,2025-06-30,204597.621294032,449661.283313878,출판인쇄업,출판사,2026-05-06 22:36:00,I,03,폐업,,23.33,,2025-07-30 11:55:42,,2023-04-14,,서울특별시 성동구 성수동*가 ***-***,CDFG1251002023000028,3030000,,"서울특별시 성동구 성수일로**가길 *, ***동 *층 ***호 (성수동*가)",04792,03,폐업,,,,,,
,플레이민트,2025-01-16,201590.926065009,449934.634610286,출판인쇄업,출판사,2026-05-06 22:36:00,I,03,폐업,,33,,2025-01-16 14:45:15,,2023-07-19,,서울특별시 성동구 금호동*가 ****-***,CDFG1251002023000054,3030000,,"서울특별시 성동구 금호산*나길 **, *층 ***호 (금호동*가)",04723,03,폐업,,,,,,
,인디오브홈,2025-03-19,204743.677915464,449357.9464135,출판인쇄업,출판사,2026-05-06 22:36:01,I,03,폐업,,,,2025-03-19 12:32:30,,2022-08-01,,서울특별시 성동구 성수동*가 ***-** 제이제이빌딩,CDFG1251002023000063,3030000,,"서울특별시 성동구 아차산로*길 **-*, 제이제이빌딩 *층 ***호 (성수동*가)",04793,03,폐업,,,,,,
,얼룩소 주식회사,2024-06-24,204078.222481059,448976.291398221,출판인쇄업,출판사,2026-05-06 22:36:01,I,03,폐업,,316.87,,2024-06-24 16:21:52,,2023-11-08,,서울특별시 성동구 성수동*가 ***-****,CDFG1251002023000077,3030000,,"서울특별시 성동구 왕십리로*길 **, *층 (성수동*가)",04779,03,폐업,,,,,,
,인구및고령사회연구소,2011-04-01,203684.127182478,450698.570810848,출판인쇄업,출판사,2026-05-06 22:35:18,I,03,폐업,,,,2011-04-01 08:42:00,,2006-05-24,133-791,서울특별시 성동구 행당동 ** 한양대학교 한양종합기술원 ***호,CDFG1251002006000025,3030000,,,,03,폐업,,,,22202716,,
,가지않은 길,2013-02-05,204387.188074103,449620.435272233,출판인쇄업,출판사,2026-05-06 22:35:19,I,03,폐업,,,,2013-02-05 18:46:34,,2006-07-06,133-843,서울특별시 성동구 성수동*가 *** 우성아파트 ***동 ***호,CDFG1251002006000033,3030000,,"서울특별시 성동구 성수일로**길 *, ***동 ***호 (성수동*가,우성아파트)",,03,폐업,,,,,,
,(주)씨엔미디어,2023-01-30,204339.630102839,449469.505136008,출판인쇄업,출판사,2026-05-06 22:35:19,I,03,폐업,,,,2023-01-30 16:28:12,,2006-07-25,,서울특별시 성동구 성수동*가 **-***,CDFG1251002006000037,3030000,,"서울특별시 성동구 성수일로 **, ***호 (성수동*가, 서울숲 IT 밸리)",04790,03,폐업,,,,02-6965-7755,,
,가림원,2006-11-02,,,출판인쇄업,출판사,2026-05-06 22:35:19,I,03,폐업,,,,2006-11-02 17:03:23,,2006-08-22,133-752,서울특별시 성동구 마장동 세림아파트 *동 ***호,CDFG1251002006000041,3030000,,,,03,폐업,,,,,,
,진성문화사,2012-09-03,202615.314287841,451005.867926772,출판인쇄업,출판사,2026-05-06 22:35:19,I,03,폐업,,,,2012-09-03 17:12:21,,2006-08-25,133-858,서울특별시 성동구 하왕십리동 ***-*,CDFG1251002006000042,3030000,,서울특별시 성동구 무학봉**가길 *  (하왕십리동),,03,폐업,,,,22952330,,
,(주)히즈윌,2017-12-07,204304.435352975,449241.757151863,출판인쇄업,출판사,2026-05-06 22:35:19,I,03,폐업,,,,2017-12-07 14:12:45,,2006-08-25,,서울특별시 성동구 성수동*가 **-*,CDFG1251002006000043,3030000,,"서울특별시 성동구 성수일로 **, ***호 (성수동*가, SK테크노빌딩)",04779,03,폐업,,,,070-4099-0671,,
,도서교육스눌크,2007-10-15,206280.171734612,450605.943415562,출판인쇄업,출판사,2026-05-06 22:35:19,I,03,폐업,,,,2009-02-17 17:34:40,,2006-08-25,133-837,서울특별시 성동구 송정동 **-*,CDFG1251002006000044,3030000,,서울특별시 성동구 동일로**나길 **  (송정동),,03,폐업,,,,,,
,사피노,2013-04-30,203663.923810822,451164.16932059,출판인쇄업,출판사,2026-05-06 22:35:19,I,03,폐업,,,,2013-04-30 17:29:30,,2006-09-14,133-811,서울특별시 성동구 마장동 ***-**,CDFG1251002006000046,3030000,,서울특별시 성동구 마조로**길 **  (마장동),,03,폐업,,,,22810938,,
,북샘,2007-08-20,204948.345073119,448659.767345547,출판인쇄업,출판사,2026-05-06 22:35:19,I,03,폐업,,,,2008-03-31 11:42:40,,2006-10-13,133-831,서울특별시 성동구 성수동*가 ***-**,CDFG1251002006000048,3030000,,서울특별시 성동구 성수이로**길 **  (성수동*가),,03,폐업,,,,,,
,스토리앤라이프,2015-01-20,205284.29038197,450979.213509758,출판인쇄업,출판사,2026-05-06 22:35:19,I,03,폐업,,,,2015-01-20 14:45:57,,2006-10-09,133-847,서울특별시 성동구 용답동 ***-**,CDFG1251002006000058,3030000,,서울특별시 성동구 자동차시장*길 ** (용답동),,03,폐업,,,,02-3437-6460,,
,무진인쇄,2016-04-11,204149.572304203,449302.843287367,출판인쇄업,출판사,2026-05-06 22:35:19,I,03,폐업,,,,2016-04-14 17:35:01,,2007-02-07,133-821,서울특별시 성동구 성수동*가 ***-****,CDFG1251002007000003,3030000,,서울특별시 성동구 뚝섬로*길 ** (성수동*가),,03,폐업,,,,,,
,북스라인,2012-01-17,205691.85660333,449187.941063078,출판인쇄업,출판사,2026-05-06 22:35:20,I,03,폐업,,,,2012-01-17 14:14:38,,2007-02-22,133-832,서울특별시 성동구 성수동*가 ***-**,CDFG1251002007000006,3030000,,서울특별시 성동구 동일로 ***  (성수동*가),,03,폐업,,,,,,
,한국디지털지도,2008-05-21,204010.661561346,449568.973691057,출판인쇄업,출판사,2026-05-06 22:35:20,I,03,폐업,,,,2008-05-21 14:19:22,,2007-03-13,133-821,서울특별시 성동구 성수동*가 ***-*** *층,CDFG1251002007000008,3030000,,"서울특별시 성동구 왕십리로**길 **  (성수동*가,*층)",,03,폐업,,,,,,
,법안기획,2008-07-31,205184.716063461,451050.148324829,출판인쇄업,출판사,2026-05-06 22:35:20,I,03,폐업,,,,2008-07-31 15:48:19,,2007-03-27,133-847,서울특별시 성동구 용답동 ***-* ***호,CDFG1251002007000013,3030000,,"서울특별시 성동구 천호대로 ***  (용답동,***호)",,03,폐업,,,,22157908,,
,기독공동체,2007-08-20,203229.684257602,450682.634783527,출판인쇄업,출판사,2026-05-06 22:35:20,I,03,폐업,,,,2007-08-24 10:40:32,,2007-05-21,133-865,서울특별시 성동구 행당동 ***-**,CDFG1251002007000021,3030000,,서울특별시 성동구 고산자로*길 **-**  (행당동),,03,폐업,,,,22935349,,
,(주)피알앤북스,2024-04-04,205422.77256038,449084.126946131,출판인쇄업,출판사,2026-05-06 22:35:20,I,03,폐업,,264.47,,2024-04-04 16:11:32,,2007-06-14,133-832,서울특별시 성동구 성수동*가 ***-** 센츄리아파트형공장 ***호,CDFG1251002007000025,3030000,,"서울특별시 성동구 성수이로**길 **, ***호 (성수동*가,센츄리아파트형공장)",,03,폐업,,,,22368787,,
,한자마을,2015-10-29,203216.115511912,451683.832230117,출판인쇄업,출판사,2026-05-06 22:35:20,I,03,폐업,,97.96,,2015-10-30 09:33:16,,2007-07-04,133-814,서울특별시 성동구 마장동 ***-* *층,CDFG1251002007000028,3030000,,"서울특별시 성동구 고산자로 ***-* (마장동,*층)",,03,폐업,,,,22821972,,
,스테디셀러,2016-02-17,202082.416261609,450151.559447438,출판인쇄업,출판사,2026-05-06 22:35:21,I,03,폐업,,26.4,,2016-03-09 15:49:31,,2007-08-06,133-800,서울특별시 성동구 금호동*가 ***-**,CDFG1251002007000031,3030000,,서울특별시 성동구 난계로 **-* (금호동*가),,03,폐업,,,,33959464,,
,대신 피엔피,2020-01-15,204526.262507469,449116.527763305,출판인쇄업,출판사,2026-05-06 22:35:21,I,03,폐업,,99.17,,2020-01-15 10:32:42,,2007-10-02,133-835,서울특별시 성동구 성수동*가 ***-**,CDFG1251002007000034,3030000,,서울특별시 성동구 연무장*길 *-** (성수동*가),,03,폐업,,,,34091592,,
아파트,예학당,2007-12-14,204070.114364198,449195.175789445,출판인쇄업,출판사,2026-05-06 22:35:21,I,03,폐업,,,,2008-01-25 15:00:37,,2007-10-04,133-821,서울특별시 성동구 성수동*가 ***-*** 동부빌라 나동 ***호,CDFG1251002007000036,3030000,,"서울특별시 성동구 뚝섬로*길 **, 나동 ***호 (성수동*가,동부빌라)",,03,폐업,,,,64196336,,
아파트,山(산),2009-03-17,202803.926659244,450069.931557897,출판인쇄업,출판사,2026-05-06 22:35:21,I,03,폐업,,45.62,,2009-03-17 17:12:03,,2007-07-18,133-771,서울특별시 성동구 응봉동 ** 대림*차아파트 ***동 ***호,CDFG1251002007000042,3030000,,,,03,폐업,,,,,,
기타,완파에듀,2019-05-08,204758.623179502,448824.537625555,출판인쇄업,출판사,2026-05-06 22:35:21,I,03,폐업,,132,,2019-05-08 11:49:19,,2007-11-19,133-827,서울특별시 성동구 성수동*가 ***-**,CDFG1251002007000043,3030000,,서울특별시 성동구 성수일로*가길 **-* (성수동*가),,03,폐업,,,,,,
,지투지,2014-08-20,204939.216894615,449639.852778606,출판인쇄업,출판사,2026-05-06 22:35:21,I,03,폐업,,16.53,,2014-08-20 15:34:04,,2007-12-24,133-834,서울특별시 성동구 성수동*가 ***-***,CDFG1251002007000046,3030000,,서울특별시 성동구 광나루로 ***-* (성수동*가),,03,폐업,,,,,,
,(사)한국석면환경협회,2015-01-20,204543.417721836,449774.608416535,출판인쇄업,출판사,2026-05-06 22:35:21,I,03,폐업,,66.47,,2015-01-20 13:56:57,,2007-08-07,133-833,서울특별시 성동구 성수동*가 ***-* ***-*번지 성수빌딩 *층,CDFG1251002007000050,3030000,,서울특별시 성동구 성수일로 *** (성수동*가),,03,폐업,,,,26781561,,
,우리마당,2011-06-30,202978.357163665,451655.479315932,출판인쇄업,출판사,2026-05-06 22:35:21,I,03,폐업,,,,2011-06-30 17:00:26,,2007-12-04,133-813,서울특별시 성동구 마장동 ***-** *통*반,CDFG1251002007000052,3030000,,서울특별시 성동구 마장로**길 **-*  (마장동),,03,폐업,,,,,,
근린생활시설,도서출판 프리뷰,2009-07-06,203843.501676692,448746.104640885,출판인쇄업,출판사,2026-05-06 22:35:22,I,03,폐업,,,,2009-07-06 12:42:08,,2008-01-14,,서울특별시 성동구 성수동*가 ***-*** 홍성빌딩 ***호,CDFG1251002008000002,3030000,일반주거지역,"서울특별시 성동구 왕십리로 **,  ***호 (성수동*가,홍성빌딩)",,03,폐업,,,,34094210,,
아파트,노유크리에이티브,2008-06-27,203916.635908656,448680.10691012,출판인쇄업,출판사,2026-05-06 22:35:22,I,03,폐업,,,,2008-06-29 12:45:28,,2008-01-17,133-794,서울특별시 성동구 성수동*가 *** 강변건영아파트 ***동 ****호,CDFG1251002008000004,3030000,,"서울특별시 성동구 왕십리로 **, ***동 ****호 (성수동*가,강변건영아파트)",,03,폐업,,,,,,
,비엔북스(Bien Books),2008-12-31,204587.415225449,448179.869576203,출판인쇄업,출판사,2026-05-06 22:35:22,I,03,폐업,,5,,2009-01-15 13:49:19,,2008-03-21,133-828,서울특별시 성동구 성수동*가 *** 한신아파트 ***동 ***호,CDFG1251002008000009,3030000,,,,03,폐업,,,,,,
근린생활시설,월드프랜드,2010-11-26,201181.598996876,448609.588125745,출판인쇄업,출판사,2026-05-06 22:35:22,I,03,폐업,,49.59,,2010-11-29 08:35:52,,2008-04-16,133-839,서울특별시 성동구 옥수동 ***-* 한남하이츠상가 *층,CDFG1251002008000012,3030000,,,,03,폐업,,,,22819508,,
기타,피엠북스,2008-07-03,204304.435352975,449241.757151863,출판인쇄업,출판사,2026-05-06 22:35:22,I,03,폐업,,76.03,10,2008-07-11 11:49:11,,2008-05-13,133-822,서울특별시 성동구 성수동*가 **-* sk테크노빌딩 ***호,CDFG1251002008000016,3030000,준공업지역,"서울특별시 성동구 성수일로 **,  ***호 (성수동*가,sk테크노빌딩)",,03,폐업,,,,,13,3
기타,피엠북스,2008-07-14,204304.435352975,449241.757151863,출판인쇄업,출판사,2026-05-06 22:35:22,I,03,폐업,,76.03,10,2008-07-14 16:51:24,,2008-07-03,133-822,서울특별시 성동구 성수동*가 **-* sk테크노빌딩 ***호,CDFG1251002008000024,3030000,준공업지역,"서울특별시 성동구 성수일로 **  (성수동*가,sk테크노빌딩 ***호)",,03,폐업,,,,,13,3
,빅(bic),2016-10-11,205016.949007592,449672.461923983,출판인쇄업,출판사,2026-05-06 22:35:22,I,03,폐업,,,,2016-10-11 12:02:51,,2008-07-22,133-160,서울특별시 성동구 송정동 *** 금호베스트빌 ****호,CDFG1251002008000025,3030000,,"서울특별시 성동구 광나루로 *** (송정동,금호베스트빌 ****호)",,03,폐업,,,,02-2205-2865,,
다가구용 주택(공동주택적용),아엠씨 미디어,2008-11-01,203017.021457357,451346.281102634,출판인쇄업,출판사,2026-05-06 22:35:23,I,03,폐업,,,,2009-09-10 10:47:08,,2008-10-20,133-882,서울특별시 성동구 도선동 ** 성동삼성쉐르빌 ***동 ***호,CDFG1251002008000033,3030000,,"서울특별시 성동구 무학로*길 **, ***동 ***호 (도선동,성동삼성쉐르빌)",,03,폐업,,,,02-2281-2738,,
,기굉국,2019-02-25,200813.000885632,448855.573036243,출판인쇄업,출판사,2026-05-06 22:35:23,I,03,폐업,,,,2019-02-25 15:21:38,,2008-10-29,133-759,서울특별시 성동구 옥수동 *** 극동그린아파트 ***동 ****호,CDFG1251002008000034,3030000,,서울특별시 성동구 독서당로 *** (옥수동),,03,폐업,,,,,,
,티움교육,2014-07-24,206299.734441078,450539.34141128,출판인쇄업,출판사,2026-05-06 22:35:23,I,03,폐업,,,,2014-07-24 17:51:32,,2009-01-06,133-837,서울특별시 성동구 송정동 **-* 앤유빌딩 *층 ***호,CDFG1251002009000001,3030000,,"서울특별시 성동구 동일로 ***, ***호 (송정동,앤유빌딩 *층)",,03,폐업,,,,02-484-4909,,
,도서출판 시침,2011-04-12,204454.567765147,451654.612524495,출판인쇄업,출판사,2026-05-06 22:35:23,I,03,폐업,,,,2011-04-12 17:06:34,,2009-01-30,133-849,서울특별시 성동구 용답동 ***-**,CDFG1251002009000004,3030000,,서울특별시 성동구 용답중앙*가길 *  (용답동),,03,폐업,,,,,,
,도서출판쟁이,2011-04-04,,,출판인쇄업,출판사,2026-05-06 22:35:23,I,03,폐업,,,,2011-04-04 16:31:38,,2009-02-04,133-791,서울특별시 성동구 행당동 한양대학교 HIT ***호,CDFG1251002009000008,3030000,,,,03,폐업,,,,22995131,,
,와일드알프코리아(아),2009-03-26,205197.247681516,448985.06747453,출판인쇄업,출판사,2026-05-06 22:35:23,I,03,폐업,,,,2009-03-30 15:09:42,,2005-09-29,133-831,서울특별시 성동구 성수동*가 ***-** 우영테크노센터 ***호,CDFG1251002009000012,3030000,,"서울특별시 성동구 아차산로 ***  (성수동*가,우영테크노센터 ***호)",,03,폐업,,,,02-3448-1012,,
,한국노인과학학술단체연합회,2009-04-22,,,출판인쇄업,출판사,2026-05-06 22:35:23,I,03,폐업,,55.76,,2009-04-22 14:07:26,,2009-04-07,133-714,서울특별시 성동구 도선동 **번지 신한넥스텔 ***호,CDFG1251002009000016,3030000,,,,03,폐업,,,,22822673,,
,태광인쇄,2019-05-23,205015.694714431,448767.135339968,출판인쇄업,출판사,2026-05-06 22:35:23,I,03,폐업,,165.29,,2019-05-23 16:37:16,,2009-04-10,133-120,서울특별시 성동구 성수동*가 ***-* ***-*,CDFG1251002009000018,3030000,,서울특별시 성동구 뚝섬로**길 ** (성수동*가),,03,폐업,,,,,,
,도서출판 라이터스미디어,2014-08-11,202778.678689705,451468.504506561,출판인쇄업,출판사,2026-05-06 22:35:24,I,03,폐업,,6,,2014-08-11 12:51:40,,2009-06-03,133-880,서울특별시 성동구 홍익동 *** ***번지 우림빌딩 이노피스 ***호,CDFG1251002009000022,3030000,,서울특별시 성동구 무학로*길 ** (홍익동),,03,폐업,,,,22996685,,
,도서출판 홍익인간,2014-10-06,202778.678689705,451468.504506561,출판인쇄업,출판사,2026-05-06 22:35:24,I,03,폐업,,6,,2014-10-06 11:45:43,,2009-06-03,133-880,서울특별시 성동구 홍익동 *** ***번지 우림빌딩 이노피스 ***호,CDFG1251002009000023,3030000,,서울특별시 성동구 무학로*길 ** (홍익동),,03,폐업,,,,22996687,,
,MK인터네셔널,2009-10-23,,,출판인쇄업,출판사,2026-05-06 22:35:24,I,03,폐업,,,,2009-10-23 16:03:51,,2009-06-29,133-100,서울특별시 성동구 옥수동 ***-*,CDFG1251002009000028,3030000,,,,03,폐업,,,,22961763,,
,Design Qdi(디자인 큐디아이),2010-06-24,200813.000885632,448855.573036243,출판인쇄업,출판사,2026-05-06 22:35:24,I,03,폐업,,,,2010-06-24 13:27:06,,2002-12-12,,서울특별시 성동구 옥수동 *** 극동그린아파트 ***-***,CDFG1251002009000036,3030000,,,,03,폐업,,,,,,
,도서출판 꽃화물수,2010-01-27,,,출판인쇄업,출판사,2026-05-06 22:35:24,I,03,폐업,,,,2010-01-27 15:36:00,,2009-08-06,133-858,서울특별시 성동구 하왕십리동 ***-** 태원빌딩 *층,CDFG1251002009000037,3030000,,,,03,폐업,,,,,,
,(사회복지법인) 한국노인생활지원재단 디자인프린팅사업단,2010-06-23,204385.831259952,449432.47756356,출판인쇄업,출판사,2026-05-06 22:35:25,I,03,폐업,,,,2010-06-23 10:56:42,,2009-12-04,133-112,서울특별시 성동구 성수동*가 **-***,CDFG1251002009000052,3030000,,서울특별시 성동구 성수일로 **  (성수동*가),,03,폐업,,,,070-8827-6254,,
,월간 데코저널,2019-01-16,200951.206580662,449000.920061846,출판인쇄업,출판사,2026-05-06 22:35:25,I,03,폐업,,,,2019-01-16 11:09:58,,2010-01-07,133-100,서울특별시 성동구 옥수동 *** 극동상가 ***호,CDFG1251002010000002,3030000,,"서울특별시 성동구 독서당로 *** (옥수동,극동상가 ***호)",,03,폐업,,,,02-2299-2307,,
,(주) 그룬트,2012-03-20,203077.751686799,451121.27351231,출판인쇄업,출판사,2026-05-06 22:35:25,I,03,폐업,,,,2012-03-21 09:26:26,,2010-03-02,133-040,서울특별시 성동구 도선동 **-* 다남매오피스텔 ****호,CDFG1251002010000010,3030000,,"서울특별시 성동구 고산자로 ***  (도선동,다남매오피스텔 ****호)",,03,폐업,,,,02-2299-9794,,
,시안,2013-09-13,203077.751686799,451121.27351231,출판인쇄업,출판사,2026-05-06 22:35:25,I,03,폐업,,,,2013-09-13 17:50:49,,2010-03-31,133-040,서울특별시 성동구 도선동 **-* 다남매타워 ****,CDFG1251002010000014,3030000,,"서울특별시 성동구 고산자로 *** (도선동, 다남매타워 ****)",,03,폐업,,,,02-2271-1395,,
,(주)엘앤아이컨설팅,2016-12-15,205039.907145725,449216.223655036,출판인쇄업,출판사,2026-05-06 22:35:26,I,03,폐업,,,,2016-12-15 14:49:40,,2001-07-30,133-728,서울특별시 성동구 성수동*가 ***-** 성수아카데미타워 ****호,CDFG1251002010000020,3030000,,서울특별시 성동구 성수이로 *** (성수동*가),,03,폐업,,,,02-3775-0961,,
,닥터캔,2021-03-31,204435.871170342,449810.174315763,출판인쇄업,출판사,2026-05-06 22:35:26,I,03,폐업,,,,2021-04-01 10:36:55,,2010-05-03,133-822,서울특별시 성동구 성수동*가 **-** 리버하우스 오피스텔 B동 ****호,CDFG1251002010000021,3030000,,"서울특별시 성동구 광나루로 ***, B동 ****호 (성수동*가,리버하우스 오피스텔)",,03,폐업,,,,,,
,RJ 컴퍼니,2020-05-08,205527.887051222,451002.807624223,출판인쇄업,출판사,2026-05-06 22:35:26,I,03,폐업,,,,2020-05-08 17:39:22,,2010-05-18,133-170,서울특별시 성동구 용답동 ***-* 신창비바패밀리 ***호,CDFG1251002010000023,3030000,,"서울특별시 성동구 천호대로 ***  (용답동,신창비바패밀리 ***호)",,03,폐업,,,,,,
,세계왕 출판사,2013-02-25,205841.104072643,449779.849095191,출판인쇄업,출판사,2026-05-06 22:35:26,I,03,폐업,,,,2013-02-25 09:43:38,,2010-07-14,133-160,서울특별시 성동구 송정동 **-***,CDFG1251002010000030,3030000,,서울특별시 성동구 광나루로**길 **  (송정동),,03,폐업,,,,,,
,현대산업,2013-05-23,204435.922701921,449715.365455354,출판인쇄업,출판사,2026-05-06 22:35:26,I,03,폐업,,,,2013-05-23 12:19:20,,2010-07-27,133-112,서울특별시 성동구 성수동*가 **-***,CDFG1251002010000033,3030000,,서울특별시 성동구 상원**길 **  (성수동*가),,03,폐업,,,,02-497-1618,,
